player_id,finishing,heading_accuracy,short_passing,volleys,dribbling,free_kick_accuracy,long_passing,sprint_speed,balance,shot_power,stamina,interceptions,penalties,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
38617,17,17,27,15,18,18,24,52,42,16,53,21,40,75,69,79,69,75
38617,17,17,27,15,18,18,24,52,42,16,51,21,29,74,71,76,69,76
38617,17,17,27,15,18,18,24,43,42,16,61,21,29,71,66,75,67,74
38617,17,17,27,15,18,18,24,43,61,16,61,30,29,71,66,75,67,74
38617,17,17,27,15,18,18,24,43,61,16,61,30,29,71,66,70,67,74
38617,21,21,27,15,21,18,70,43,61,21,61,44,58,70,61,70,66,75
38617,21,21,27,15,21,18,70,43,61,21,61,44,58,70,61,70,66,80
38617,21,21,27,15,21,18,66,43,61,21,61,44,58,70,61,66,66,80
38617,21,21,27,15,21,18,53,43,61,21,61,44,58,72,61,53,58,80
38617,21,21,27,15,21,18,59,43,61,21,71,44,58,70,61,59,62,72
38617,27,57,27,15,18,58,67,43,61,16,81,44,58,65,48,67,59,68
40568,63,37,61,64,70,66,60,73,69,68,63,43,53,6,7,8,6,8
40568,63,37,61,64,70,66,60,73,69,68,63,43,53,6,7,8,6,8
40568,63,37,61,64,70,66,60,73,69,68,63,43,53,6,7,8,6,8
40568,63,37,61,64,70,66,60,73,69,68,63,43,53,6,7,8,6,8
40568,63,37,61,64,69,66,60,73,69,68,65,43,53,6,7,8,6,8
40568,63,37,66,64,72,66,60,80,69,69,65,43,53,6,7,8,6,8
40568,63,37,66,64,72,66,60,80,69,69,65,43,53,6,7,8,6,8
40568,63,37,66,64,72,66,60,80,69,69,65,43,53,6,7,8,6,8
40568,63,37,66,64,72,66,60,80,69,69,65,43,53,6,7,8,6,8
40568,63,33,67,64,72,66,60,81,69,69,65,43,53,6,7,8,6,8
40568,63,33,67,64,72,66,60,81,69,69,65,43,53,6,7,8,6,8
40568,63,33,67,64,76,66,60,81,69,69,65,43,53,6,7,8,6,8
40568,63,33,67,64,76,71,60,81,69,71,65,43,53,6,7,8,6,8
40568,63,27,67,64,76,71,60,81,69,71,65,43,53,6,7,8,6,8
40568,63,27,67,64,76,71,60,81,69,71,65,25,53,6,7,8,6,8
40568,63,27,67,64,76,71,60,81,69,71,65,25,53,6,7,8,6,8
40568,63,27,67,64,76,71,60,81,69,71,65,11,53,6,7,8,6,8
