,home_team_id,away_team_id,home_player_X1,home_player_X2,home_player_X3,home_player_X4,home_player_X5,home_player_X6,home_player_X7,home_player_X8,home_player_X9,home_player_X10,home_player_X11,away_player_X1,away_player_X2,away_player_X3,away_player_X4,away_player_X5,away_player_X6,away_player_X7,away_player_X8,away_player_X9,away_player_X10,away_player_X11,home_player_Y1,home_player_Y2,home_player_Y3,home_player_Y4,home_player_Y5,home_player_Y6,home_player_Y7,home_player_Y8,home_player_Y9,home_player_Y10,home_player_Y11,away_player_Y1,away_player_Y2,away_player_Y3,away_player_Y4,away_player_Y5,away_player_Y6,away_player_Y7,away_player_Y8,away_player_Y9,away_player_Y10,away_player_Y11,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,Month,Day
10,9825,8668,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,30859,427438.0,177503,46539,38521,159594,37436,196386.0,36378,50047,46469,31465,77690.0,263653,23268,316688,101192,23782,251925,215384,30895,181276,10,24
11,10252,10003,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,69650,32870.0,24208,33086,30352,183500,179410,154280.0,23264,312765,107415,30973,111800.0,155050,24948,102356,144996,127130,95955,157729,52563,26344,10,24
12,8678,8586,1,2,4,6,8,2,8,4,6,5,5,1,8,2,4,6,6,3,7,4,5,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,6,8,8,6,8,11,30974,35515.0,156013,24216,68237,155913,24381,23629.0,46810,185236,35523,26295,46353.0,159833,160599,37762,41008,174850,157723,361315,363333,194165,10,25
13,8197,9826,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,6,6,8,8,8,11,37770,49571.0,23571,38899,43061,139671,173317,319300.0,214570,278343,286119,36283,23358.0,23837,26777,154271,28901,26160,46417,35345,160194,24157,10,24
14,8650,8466,1,2,4,6,8,4,6,3,5,7,5,1,4,6,2,8,6,3,7,4,5,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,8,6,8,11,37868,157838.0,22764,94043,314605,307021,95327,38807.0,184536,37234,426202,30841,26552.0,209405,160627,46010,166676,209384,94267,23792,303339,41280,10,25
15,10260,8456,1,2,4,6,8,6,5,4,3,7,5,1,2,8,4,6,4,3,6,7,5,5,1,3,3,3,3,6,8,6,8,8,11,1,3,3,3,3,6,8,6,8,8,11,182917,35327.0,186137,165823,161035,30872,164676,46893.0,41468,413557,30829,31432,26111.0,16351,39027,174321,40196,169200,101103,246575,36615,143365,10,25
16,9850,8659,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,10,10,40602,24903.0,72417,26209,231801,201664,40100,46354.0,23538,35493,38369,23021,169162.0,32441,43248,23257,33468,24148,113968,175947,51545,239807,10,24
17,10194,9817,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,288880,34036.0,119541,200962,37194,23253,39109,176300.0,96643,110148,172321,30455,213809.0,40548,114769,417068,22991,41365,24915,72436,25816,101419,10,24
18,8472,10261,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,9,11,103428,432040.0,24150,26108,22964,25150,109330,24159.0,39139,42598,32627,23979,104482.0,277761,30929,308932,94550,38373,160243,108038,479020,351860,10,25
19,8654,8455,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,169756,214685.0,109897,24751,155782,148302,37169,18506.0,210276,25496,192899,46518,281207.0,23783,30627,72541,79574,115067,94086,30613,107417,19243,10,24
20,8455,8650,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,4,6,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,6,8,8,11,46518,281207.0,23783,30627,72541,79574,32345,94086.0,128864,107417,19243,37868,157838.0,22764,94043,314605,38807,95327,307021,37234,184536,242709,10,31
21,9826,10260,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,36283,154271.0,23837,23030,146830,26160,28901,198510.0,35345,160194,363340,182917,46820.0,165823,161012,161035,46893,30872,41468,164676,413557,30829,10,31
22,8668,8472,1,2,4,6,8,4,6,3,5,7,5,1,3,5,7,2,4,6,8,5,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,7,7,7,7,9,11,11,31465,77690.0,263653,213878,193859,101192,23782,251925.0,215384,30922,181276,103428,165526.0,30362,22964,432040,25150,109330,180330,24159,30348,32627,11,1
23,8456,9850,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,9,11,31432,26111.0,39027,174321,16351,33991,36615,40196.0,169200,643709,143365,40602,24903.0,72417,26209,25667,231801,40100,71502,23538,46354,31953,10,31
24,10261,10194,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,23979,104482.0,277761,30929,308932,94550,38373,109652.0,108038,351860,479020,288880,34036.0,40695,200962,37194,39109,23253,176300,96643,110148,33881,10,31
25,8466,8678,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,7,11,30841,160627.0,26552,209405,46010,166676,209384,23792.0,303339,94267,41280,38617,160447.0,35515,24216,68237,155913,23629,155129,46810,24381,35523,11,1
26,10003,9825,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,30973,111800.0,155050,24948,102356,144996,127130,95955.0,157729,52563,26344,30859,427438.0,35606,46539,38521,159594,37436,242094,36378,50047,46469,10,31
27,8586,10252,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,9,11,26295,159833.0,160599,37762,46353,361315,363333,174850.0,41008,157723,194165,69650,32870.0,161414,33086,30352,183500,56972,182223,23991,312765,23264,11,2
28,9817,8654,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,30455,213809.0,114769,40548,417068,41365,22991,25816.0,72436,24915,101419,169756,214685.0,109897,24751,155782,148302,37169,210276,25496,106228,47382,10,31
29,8659,8197,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,23021,169162.0,32441,43248,23257,33468,24148,113968.0,175947,239807,51545,37770,49571.0,23571,38899,214570,278343,173317,319300,139671,26554,286119,10,31
30,9825,8586,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,30859,26154.0,35606,46539,38521,159594,37436,242094.0,36378,50047,46469,26295,159833.0,160599,37762,46353,361315,363333,174850,41008,157723,194165,11,8
31,10252,8456,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,69650,32870.0,161414,24208,473853,261313,56972,179410.0,358289,154280,23991,31432,26111.0,39027,174321,16351,40196,101103,169200,36615,246575,143365,11,8
32,8678,10261,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,10,10,38617,160447.0,35515,24216,68237,155913,46810,23629.0,160496,155129,185236,23979,104482.0,277761,30929,308932,94550,109652,38373,108038,479020,351860,11,7
33,8197,9817,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,10,10,37770,49571.0,23571,38899,43061,139671,173317,319300.0,214570,278343,286119,30455,213809.0,114769,40548,417068,24915,22991,41365,25816,72436,101419,11,7
34,8650,9826,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,37868,157838.0,22764,94043,314605,307021,95327,280653.0,184536,37234,148315,36283,154271.0,23837,23030,183519,26160,28901,198510,35345,160194,46417,11,8
35,10260,8659,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,182917,23354.0,165823,161012,161035,34944,30872,41468.0,30829,299215,413557,23021,169162.0,32441,43248,23257,24148,113968,175947,24171,33468,51545,11,7
36,9850,10003,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,6,6,8,8,8,11,40602,265918.0,72417,26209,25667,46354,40100,24393.0,231801,35493,31953,30973,111800.0,155050,24948,102356,144996,127130,95955,157729,52563,26344,11,7
37,10194,8455,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,288880,34036.0,40695,200962,37194,23253,39109,176300.0,96643,110148,33881,46518,72541.0,281207,30627,324910,79574,115067,150250,94086,107417,19243,11,7
38,8472,8466,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,103428,432040.0,165526,26108,22964,109330,118929,24159.0,39139,520230,32627,30841,72665.0,26552,209405,46010,23792,209384,303339,279490,94267,41280,11,7
39,8654,8668,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,169756,214685.0,109897,35110,155782,148302,37169,210276.0,25496,106228,47382,31465,77690.0,263653,213878,316688,101192,23782,251925,215384,30922,181276,11,7
40,8455,9850,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,7,11,46518,31306.0,281207,30627,467354,30613,115067,94086.0,107417,150250,19243,40602,265918.0,72417,26209,25667,201664,46354,71502,24393,231801,38369,11,21
41,9826,8472,1,2,4,6,8,4,6,3,5,7,5,1,3,5,7,1,3,5,7,9,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,7,7,7,7,7,10,10,36283,146830.0,23837,23030,183519,26160,28901,198510.0,160194,35345,169721,103428,165526.0,24150,26108,22964,35443,109330,25150,180330,32627,30348,11,23
42,8668,10252,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,31465,77690.0,263653,213878,316688,101192,23782,251925.0,215384,30922,181276,69650,32870.0,24208,161414,30352,179410,182223,261313,358289,154280,312765,11,21
43,8456,8650,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,31432,26111.0,30459,156551,16351,36615,101103,33991.0,169200,246575,37412,37868,157838.0,22764,114268,314605,307021,95327,38807,37234,184536,242709,11,21
44,10261,8197,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,23979,104482.0,277761,30929,308932,94550,109652,38373.0,108038,351860,479020,37770,49571.0,23571,38899,43061,278343,319300,173317,139671,26554,286119,11,21
45,8466,10194,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,30841,160627.0,26552,209405,46010,166676,209384,23293.0,23792,94267,41280,288880,34036.0,40695,200962,37194,23253,39109,176300,96643,110148,33881,11,21
46,10003,8678,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,9,11,30973,111800.0,165704,24948,102356,127130,144996,95955.0,23882,38831,150026,38617,35515.0,156013,24216,68237,155913,23629,46810,160496,155129,185236,11,21
47,8586,8654,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,26295,159833.0,160599,37762,46353,361315,363333,212867.0,41008,157723,194165,169756,214685.0,109897,35110,155782,37169,148302,106228,210276,192899,47382,11,22
48,9817,10260,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,2,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,10,10,30455,213809.0,40548,114769,24915,41365,22991,37411.0,72436,25816,101419,182917,23354.0,186137,165823,161012,46893,30872,41468,164676,299215,303824,11,21
49,8659,9825,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,23021,169162.0,26527,43248,23257,113968,24148,24171.0,33468,175947,51545,30859,427438.0,35606,46539,38521,37436,159594,50047,36378,78513,46469,11,21
50,10252,9817,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,69650,32870.0,24208,161414,30352,261313,56972,179410.0,358289,154280,23991,30455,213809.0,40548,114769,417068,41365,22991,165773,72436,25816,101419,11,28
51,8678,8668,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,6,6,8,8,8,11,38617,35515.0,156013,24216,68237,155913,46810,23629.0,160496,155129,185236,31465,77690.0,213878,263653,316688,101192,23782,251925,215384,30922,181276,11,28
52,9826,10261,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,36283,146830.0,23837,23030,183519,26160,28901,160194.0,35345,198510,169721,23979,104482.0,277761,30929,308932,160243,109652,94550,108038,479020,46700,11,28
53,8197,10260,1,2,4,6,8,2,4,6,8,4,6,1,3,5,7,2,4,6,8,5,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,7,7,7,7,9,11,11,37770,49571.0,38899,23571,43061,278343,173317,319300.0,139671,20694,286119,182917,575780.0,165823,161012,46820,30872,34944,23354,41468,413557,30829,11,28
54,8650,10003,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,37868,157838.0,22764,114268,314605,38807,307021,280653.0,242709,37234,148315,30973,111800.0,165704,24948,102356,23882,144996,38831,157729,95955,150026,11,29
55,8456,8466,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,28955,26111.0,30459,174321,16351,40196,78324,169200.0,36615,246575,37412,30841,72665.0,26552,209405,46010,166676,212470,303339,23792,279490,23293,11,28
56,9850,9825,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,40602,265918.0,72417,26209,25667,24393,32734,46354.0,35493,231801,37779,30859,427438.0,35606,46539,38521,23688,37436,75489,36378,50047,46469,11,29
57,8472,10194,1,3,5,7,1,3,5,7,9,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,7,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,103428,165526.0,24150,26108,432040,35443,109330,25150.0,180330,32627,30348,288880,34036.0,40695,200962,37194,23253,39109,176300,96643,110148,33881,11,28
58,8586,8455,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,26295,159833.0,160599,37762,46353,361315,160448,212867.0,41008,157723,194165,46518,31306.0,281207,23783,72541,115067,30613,94086,128864,150250,107417,11,29
59,8654,8659,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,169756,214685.0,49543,35110,155782,148302,163919,106228.0,210276,18506,192899,23021,169162.0,43248,32441,26527,24148,113968,33468,24171,175947,51545,11,29
60,9825,8472,1,2,4,6,8,4,6,3,5,7,5,1,1,3,5,7,9,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,3,7,7,7,7,11,30859,427438.0,35606,46539,38521,23688,75489,242094.0,36378,196386,46469,103428,432040.0,165526,24150,26108,180330,520230,109330,39139,184822,32627,12,5
61,8455,8678,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,8,8,8,11,170323,31306.0,281207,23783,324910,30613,115067,94086.0,128864,150250,107417,30974,160447.0,35515,156013,68237,23629,155913,46810,155129,160496,185236,12,5
62,8668,9826,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,31465,77690.0,263653,213878,316688,160713,23782,251925.0,215384,30922,181276,36283,146830.0,23837,23030,183519,26160,8985,28901,35345,169721,160194,12,7
63,10260,8654,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,182917,575780.0,165823,161012,46820,46893,30872,41468.0,39618,299215,413557,169756,109897.0,35110,49543,155782,148302,23678,37169,18506,47382,106228,12,5
64,10261,8650,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,10,10,10,23979,104482.0,30929,277761,308932,94550,160243,109652.0,108038,103899,46700,37868,157838.0,22764,114268,314605,47558,95327,38807,280653,148315,242709,12,6
65,8466,10252,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,30841,160627.0,26552,209405,46010,166676,279490,303339.0,23792,94267,41280,69650,32870.0,257847,33086,183500,261313,56972,179410,154280,107415,23991,12,5
66,10194,8456,1,4,6,8,2,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,288880,40695.0,200962,37194,34036,119541,23253,176300.0,26434,110148,96643,31432,26111.0,30459,174321,16351,40196,101103,169200,37459,246575,143365,12,5
67,10003,8197,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,30973,111800.0,165704,24948,102356,23882,144996,95955.0,157729,38831,26344,37770,49571.0,23571,38899,43061,278343,173317,319300,139671,26554,286119,12,5
68,9817,9850,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,8,5,6,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,9,7,11,30455,213809.0,114769,40548,417068,41365,22991,24915.0,72436,37411,101419,127712,265918.0,72417,26209,25667,201664,40100,231801,46354,32734,37779,12,5
69,8659,8586,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,23021,169162.0,26527,32441,23257,43248,33468,24148.0,24171,175947,51545,26295,159833.0,160599,37762,46353,361315,41008,174850,363333,157723,194165,12,5
70,10252,9825,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,69650,32870.0,257847,33086,183500,261313,56972,179410.0,154280,107415,23991,30859,427438.0,35606,46539,38521,23688,75489,242094,36378,31013,46469,12,13
71,8678,10260,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,30974,160447.0,35515,156013,68237,23629,155913,155129.0,46810,160496,185236,182917,465614.0,575780,161012,693138,39618,34944,299215,41468,303824,413557,12,12
72,9826,8466,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,36283,146830.0,23837,23030,183519,28901,26160,35345.0,160194,169721,198510,278285,160627.0,26552,209405,46010,166676,72665,303339,23792,212470,23293,12,12
73,8197,8455,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,37770,49571.0,23571,38899,43061,278343,173317,319300.0,139671,26554,286119,170323,31306.0,281207,30627,72541,79574,115067,94086,128864,107417,19243,12,14
74,8650,8659,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,8,8,8,8,11,37868,157838.0,22764,114268,314605,307021,156008,38807.0,37234,148315,184536,23021,169162.0,32441,26527,23257,43248,25075,24148,24171,175947,51545,12,13
